sample	contig	coverage
bc2113	contig_4308	7.09098
bc2113	contig_4309	5.50703
bc2113	contig_1290	3.43816
bc2113	contig_1291	4.85931
bc2113	contig_1292	2.97693
bc2113	contig_1293	6.12223
bc2113	contig_1294	3.99443
bc2113	contig_1295	3.20464
bc2113	contig_1296	4.21718
bc2113	contig_1297	2.90705
bc2113	contig_1298	4.32927
bc2113	contig_1299	5.3711
bc2113	contig_1750	4.51215
bc2113	contig_1752	6.34066
bc2113	contig_1753	6.97618
bc2113	contig_1754	3.31619
bc2113	contig_1755	4.08745
bc2113	contig_1756	3.99231
bc2113	contig_1757	3.35515
bc2113	contig_1758	4.54431
bc2113	contig_1759	5.81238
bc2113	contig_4310	2.94701
bc2113	contig_4311	3.26421
bc2113	contig_4312	6.60176
bc2113	contig_4313	16.2951
bc2113	contig_4314	5.18491
bc2113	contig_4315	6.76118
bc2113	contig_4316	5.86145
bc2113	contig_4317	7.71184
bc2113	contig_4318	5.79742
bc2113	contig_4319	3.63833
bc2113	contig_1762	3.95686
bc2113	contig_1763	3.94156
bc2113	contig_1764	4.39668
bc2113	contig_1765	4.15462
bc2113	contig_1766	2.76732
bc2113	contig_1767	3.52101
bc2113	contig_1768	4.90476
bc2113	contig_1769	5.643
bc2113	contig_4320	5.55273
bc2113	contig_4321	2.6215
bc2113	contig_4322	6.8066
bc2113	contig_4323	3.16674
bc2113	contig_4324	3.69599
bc2113	contig_4325	3.09531
bc2113	contig_4326	1.09175
bc2113	contig_4327	12.3267
bc2113	contig_4328	5.58597
bc2113	contig_4329	6.0135
bc2113	contig_3000	3.48248
bc2113	contig_3001	2.73345
bc2113	contig_3002	3.75687
bc2113	contig_3003	4.34526
bc2113	contig_3004	5.4255
bc2113	contig_3005	3.35184
bc2113	contig_3006	5.07631
bc2113	contig_3008	3.95898
bc2113	contig_3009	5.03066
bc2113	contig_1770	4.12407
bc2113	contig_1771	5.16682
bc2113	contig_1772	3.72841
bc2113	contig_1773	2.64605
bc2113	contig_1774	5.82898
bc2113	contig_1775	6.01143
bc2113	contig_1776	3.94362
bc2113	contig_1777	3.1507
bc2113	contig_1778	3.60012
bc2113	contig_1779	6.36575
bc2113	contig_100	2.35503
bc2113	contig_101	5.25124
bc2113	contig_102	4.90583
bc2113	contig_103	7.85312
bc2113	contig_104	10.3631
bc2113	contig_105	8.96516
bc2113	contig_106	9.86493
bc2113	contig_107	11.6491
bc2113	contig_108	7.85605
bc2113	contig_109	3.66352
bc2113	contig_4330	9.08947
bc2113	contig_4331	3.25526
bc2113	contig_4333	5.25975
bc2113	contig_4334	7.00638
bc2113	contig_4335	39.7627
bc2113	contig_4336	8.80422
bc2113	contig_4337	21.8214
bc2113	contig_4338	5.57334
bc2113	contig_4339	4.0194
bc2113	contig_3010	4.05729
bc2113	contig_3011	3.63495
bc2113	contig_3012	3.0272
bc2113	contig_3013	4.50883
bc2113	contig_3014	2.69853
bc2113	contig_3015	4.53026
bc2113	contig_3016	4.76297
bc2113	contig_3017	2.69102
bc2113	contig_3018	3.62135
bc2113	contig_3019	3.64039
bc2113	contig_1780	4.94284
bc2113	contig_1781	3.7118
bc2113	contig_1782	5.12257
bc2113	contig_1784	4.01368
bc2113	contig_1785	3.35709
bc2113	contig_1786	4.31443
bc2113	contig_1787	2.58885
bc2113	contig_1788	4.15725
bc2113	contig_1789	4.60591
bc2113	contig_110	4.84395
bc2113	contig_111	3.28403
bc2113	contig_112	2.66364
bc2113	contig_113	3.32517
bc2113	contig_114	2.03572
bc2113	contig_115	5.51229
bc2113	contig_116	4.53343
bc2113	contig_117	5.22522
bc2113	contig_118	3.00583
bc2113	contig_119	2.57704
bc2113	contig_4340	4.47754
bc2113	contig_4341	5.53114
bc2113	contig_4342	3.77024
bc2113	contig_4343	5.48478
bc2113	contig_4344	3.77547
bc2113	contig_4346	3.88881
bc2113	contig_4347	7.17238
bc2113	contig_4348	2.82471
bc2113	contig_4349	6.5148
bc2113	contig_4800	3.7977
bc2113	contig_3020	5.8573
bc2113	contig_4801	3.58631
bc2113	contig_3021	3.92051
bc2113	contig_4802	3.84627
bc2113	contig_3022	4.07742
bc2113	contig_4803	6.05527
bc2113	contig_3023	4.44836
bc2113	contig_4804	2.87821
bc2113	contig_3024	3.87934
bc2113	contig_4805	8.66653
bc2113	contig_3025	6.28677
bc2113	contig_4806	6.4825
bc2113	contig_3026	4.48648
bc2113	contig_4807	7.89164
bc2113	contig_3027	3.55022
bc2113	contig_4808	3.09229
bc2113	contig_3028	2.6425
bc2113	contig_4809	3.18417
bc2113	contig_3029	4.06078
bc2113	contig_1790	4.14727
bc2113	contig_1791	4.04141
bc2113	contig_1792	4.75849
bc2113	contig_1793	3.09194
bc2113	contig_1795	2.43971
bc2113	contig_120	5.71775
bc2113	contig_121	5.31669
bc2113	contig_122	9.04526
bc2113	contig_123	5.8105
bc2113	contig_124	2.88606
bc2113	contig_125	4.52726
bc2113	contig_126	3.31056
bc2113	contig_127	8.58504
bc2113	contig_129	4.67199
bc2113	contig_4350	2.84353
bc2113	contig_4351	5.29697
bc2113	contig_4352	8.43829
bc2113	contig_4353	4.20238
bc2113	contig_4354	4.34855
bc2113	contig_4355	4.62127
bc2113	contig_4356	4.41186
bc2113	contig_4357	3.61681
bc2113	contig_4358	3.88199
bc2113	contig_4359	4.39164
bc2113	contig_4810	5.4487
bc2113	contig_3030	5.18162
bc2113	contig_4811	3.27512
bc2113	contig_3031	3.30327
bc2113	contig_4812	4.90485
bc2113	contig_3032	8.08065
bc2113	contig_4813	5.10193
bc2113	contig_3033	3.92351
bc2113	contig_4814	6.47192
bc2113	contig_3034	3.73909
bc2113	contig_4815	5.35089
bc2113	contig_3035	4.48139
bc2113	contig_4816	4.4112
bc2113	contig_3036	4.32789
bc2113	contig_4817	2.90261
bc2113	contig_3037	7.49418
bc2113	contig_4818	3.80594
bc2113	contig_3038	2.9704
bc2113	contig_4819	3.20087
bc2113	contig_3039	3.03871
bc2113	contig_130	6.97601
bc2113	contig_131	7.3758
bc2113	contig_132	7.25965
bc2113	contig_133	5.69786
bc2113	contig_134	7.2642
bc2113	contig_135	3.51238
bc2113	contig_136	3.79634
bc2113	contig_137	3.67855
bc2113	contig_138	4.53516
bc2113	contig_139	3.93511
bc2113	contig_4360	3.81318
bc2113	contig_4361	2.76673
bc2113	contig_4362	6.26552
bc2113	contig_4363	7.55185
bc2113	contig_4364	3.06832
bc2113	contig_4365	8.57011
bc2113	contig_4366	3.93109
bc2113	contig_4367	6.94018
bc2113	contig_4368	4.92297
bc2113	contig_4369	4.78148
bc2113	contig_4820	4.96406
bc2113	contig_3040	4.21921
bc2113	contig_4821	3.29509
bc2113	contig_3041	4.95372
bc2113	contig_4822	4.50726
bc2113	contig_3042	2.70993
bc2113	contig_4823	3.76091
bc2113	contig_3043	3.53779
bc2113	contig_4824	5.228
bc2113	contig_3044	2.85492
bc2113	contig_3045	3.0812
bc2113	contig_3046	5.21662
bc2113	contig_3047	3.10516
bc2113	contig_3048	4.11626
bc2113	contig_3049	4.29567
bc2113	contig_3500	4.28697
bc2113	contig_3501	3.06842
bc2113	contig_3502	5.7085
bc2113	contig_140	4.8306
bc2113	contig_3505	6.00886
bc2113	contig_143	4.88062
bc2113	contig_3506	2.84036
bc2113	contig_144	10.3023
bc2113	contig_3507	2.61206
bc2113	contig_145	6.27124
bc2113	contig_3508	3.67628
bc2113	contig_146	2.92885
bc2113	contig_3509	3.96061
bc2113	contig_147	6.62129
bc2113	contig_148	10.9775
bc2113	contig_4370	5.39898
bc2113	contig_4371	5.34743
bc2113	contig_4372	3.84739
bc2113	contig_4373	4.57936
bc2113	contig_4374	3.71472
bc2113	contig_4375	4.29235
bc2113	contig_4376	5.53197
bc2113	contig_4377	6.29138
bc2113	contig_4378	5.40721
bc2113	contig_4379	4.11775
bc2113	contig_600	4.21662
bc2113	contig_601	7.57967
bc2113	contig_602	2.28693
bc2113	contig_603	2.61016
bc2113	contig_604	3.43249
bc2113	contig_605	3.98008
bc2113	contig_606	11.3718
bc2113	contig_607	13.2425
bc2113	contig_608	2.89905
bc2113	contig_609	3.44311
bc2113	contig_3050	4.12817
bc2113	contig_3051	3.47962
bc2113	contig_3052	2.80118
bc2113	contig_3053	4.05307
bc2113	contig_3054	3.00291
bc2113	contig_3055	4.90081
bc2113	contig_3056	6.61075
bc2113	contig_3058	3.51447
bc2113	contig_3059	3.35898
bc2113	contig_3510	3.7806
bc2113	contig_3511	8.07926
bc2113	contig_3512	3.82762
bc2113	contig_150	5.15993
bc2113	contig_3513	3.69592
bc2113	contig_3514	2.49568
bc2113	contig_152	4.90641
bc2113	contig_3515	4.79672
bc2113	contig_153	3.55011
bc2113	contig_3516	6.10728
bc2113	contig_154	2.70643
bc2113	contig_3517	7.27877
bc2113	contig_155	5.21989
bc2113	contig_3518	2.65456
bc2113	contig_3519	3.48919
bc2113	contig_157	6.37293
bc2113	contig_158	3.14155
bc2113	contig_159	4.62713
bc2113	contig_4380	2.94461
bc2113	contig_4381	3.69714
bc2113	contig_4382	5.95998
bc2113	contig_4383	13.5029
bc2113	contig_4384	4.1011
bc2113	contig_4385	6.36355
bc2113	contig_4386	6.18386
bc2113	contig_4387	5.22604
bc2113	contig_4388	6.53867
bc2113	contig_4389	7.5032
bc2113	contig_610	3.89102
bc2113	contig_613	2.76958
bc2113	contig_614	4.88327
bc2113	contig_615	6.06933
bc2113	contig_616	2.90972
bc2113	contig_617	3.30498
bc2113	contig_618	6.57374
bc2113	contig_619	5.8509
bc2113	contig_3060	5.78775
bc2113	contig_3061	5.31394
bc2113	contig_3062	3.86932
bc2113	contig_3063	3.28527
bc2113	contig_3064	2.79704
bc2113	contig_3065	4.57122
bc2113	contig_3066	2.7357
bc2113	contig_3067	6.3609
bc2113	contig_3068	4.07291
bc2113	contig_3069	2.65536
bc2113	contig_3520	4.66525
bc2113	contig_3521	3.41875
bc2113	contig_3522	4.59408
bc2113	contig_160	6.98687
bc2113	contig_3523	5.91478
bc2113	contig_161	6.36227
bc2113	contig_3524	4.1562
bc2113	contig_162	2.84532
bc2113	contig_3525	3.70722
bc2113	contig_163	5.8636
bc2113	contig_3526	3.80071
bc2113	contig_164	3.98751
bc2113	contig_3527	3.89722
bc2113	contig_165	3.67047
bc2113	contig_3528	4.79456
bc2113	contig_166	6.67445
bc2113	contig_3529	3.44585
bc2113	contig_167	3.47844
bc2113	contig_168	2.7507
bc2113	contig_169	2.52797
bc2113	contig_4390	4.56449
bc2113	contig_4391	2.88392
bc2113	contig_4392	6.07199
bc2113	contig_4393	15.471
bc2113	contig_4395	7.29233
bc2113	contig_4396	4.82669
bc2113	contig_4397	8.97575
bc2113	contig_4398	5.92073
bc2113	contig_4399	5.48844
bc2113	contig_2200	4.82875
bc2113	contig_2201	7.4909
bc2113	contig_620	9.82907
bc2113	contig_2202	4.86822
bc2113	contig_621	4.16323
bc2113	contig_2203	4.23127
bc2113	contig_622	5.44578
bc2113	contig_2204	3.23237
bc2113	contig_2205	16.3581
bc2113	contig_2206	5.57219
bc2113	contig_625	4.85648
bc2113	contig_2207	4.70685
bc2113	contig_626	2.65373
bc2113	contig_2208	5.69659
bc2113	contig_627	4.09207
bc2113	contig_2209	3.58858
bc2113	contig_628	18.3048
bc2113	contig_3070	3.6984
bc2113	contig_3071	5.29755
bc2113	contig_3072	5.38202
bc2113	contig_3073	3.75604
bc2113	contig_3074	3.39375
bc2113	contig_3075	2.75796
bc2113	contig_3076	3.34025
bc2113	contig_3077	5.0954
bc2113	contig_3078	5.16942
bc2113	contig_3079	2.9877
bc2113	contig_3530	3.18129
bc2113	contig_3531	3.24601
bc2113	contig_3532	4.25047
bc2113	contig_170	4.05593
bc2113	contig_3533	2.60692
bc2113	contig_171	3.52011
bc2113	contig_3534	4.72841
bc2113	contig_172	4.11161
bc2113	contig_3535	3.66984
bc2113	contig_173	5.26517
bc2113	contig_3536	2.53842
bc2113	contig_174	8.3501
bc2113	contig_3537	7.12578
bc2113	contig_175	3.82718
bc2113	contig_3538	3.30384
bc2113	contig_176	2.5329
bc2113	contig_3539	3.595
bc2113	contig_177	3.04361
bc2113	contig_178	7.3112
bc2113	contig_2210	3.28818
bc2113	contig_2211	3.4101
bc2113	contig_630	3.46997
bc2113	contig_2212	5.46747
bc2113	contig_631	2.63462
bc2113	contig_2213	4.0971
bc2113	contig_632	2.85205
bc2113	contig_2214	3.58905
bc2113	contig_633	2.8128
bc2113	contig_2215	2.86922
bc2113	contig_634	2.77854
bc2113	contig_2216	5.07849
bc2113	contig_635	4.08222
bc2113	contig_2217	3.98641
bc2113	contig_636	4.43494
bc2113	contig_2218	5.9828
bc2113	contig_637	4.60732
bc2113	contig_2219	5.98176
bc2113	contig_639	2.70912
bc2113	contig_3080	5.233
bc2113	contig_3084	3.58578
bc2113	contig_3087	5.48441
bc2113	contig_3088	3.38481
bc2113	contig_3089	3.00856
bc2113	contig_3540	3.29301
bc2113	contig_3541	3.09332
bc2113	contig_3542	4.49499
bc2113	contig_180	108.739
bc2113	contig_3543	2.80157
bc2113	contig_181	6.38654
bc2113	contig_3544	5.80266
bc2113	contig_182	4.1812
bc2113	contig_183	6.19255
bc2113	contig_3546	2.92423
bc2113	contig_184	4.65642
bc2113	contig_3547	3.53239
bc2113	contig_185	4.70573
bc2113	contig_3548	5.65805
bc2113	contig_3549	3.78242
bc2113	contig_187	63.6631
bc2113	contig_188	2.8706
bc2113	contig_189	5.16073
bc2113	contig_2220	3.87924
bc2113	contig_2221	2.84348
bc2113	contig_640	4.68919
bc2113	contig_2222	5.6205
bc2113	contig_641	4.73361
bc2113	contig_2223	2.72513
bc2113	contig_642	5.60127
bc2113	contig_2224	2.75921
bc2113	contig_643	4.18073
bc2113	contig_2225	3.97901
bc2113	contig_644	2.65993
bc2113	contig_2226	6.26144
bc2113	contig_645	5.16656
bc2113	contig_2227	2.99566
bc2113	contig_646	3.16738
bc2113	contig_2228	6.7144
bc2113	contig_647	3.87908
bc2113	contig_2229	3.38153
bc2113	contig_648	4.37623
bc2113	contig_649	3.54299
bc2113	contig_3090	2.94137
bc2113	contig_3091	3.54273
bc2113	contig_3092	3.12493
bc2113	contig_3093	4.24102
bc2113	contig_3094	3.8711
bc2113	contig_3095	3.9618
bc2113	contig_3096	3.86531
bc2113	contig_3097	2.81093
bc2113	contig_3098	8.84797
bc2113	contig_3099	9.09837
bc2113	contig_3550	3.30793
bc2113	contig_3551	4.10552
bc2113	contig_3552	3.31894
bc2113	contig_190	5.13326
bc2113	contig_3553	3.00515
bc2113	contig_191	3.07905
bc2114	contig_1770	12.0804
bc2114	contig_1771	10.759
bc2114	contig_1730	3.1309
bc2114	contig_760	5.51778
bc2114	contig_1772	13.6061
bc2114	contig_1731	4.32275
bc2114	contig_761	5.97177
bc2114	contig_720	5.23642
bc2114	contig_1773	11.162
bc2114	contig_1732	4.44351
bc2114	contig_762	3.50972
bc2114	contig_721	9.86974
bc2114	contig_1774	14.6378
bc2114	contig_1733	6.0246
bc2114	contig_763	3.9823
bc2114	contig_722	5.06097
bc2114	contig_1775	10.6322
bc2114	contig_1734	5.44881
bc2114	contig_1460	3.12501
bc2114	contig_764	7.564
bc2114	contig_723	8.38516
bc2114	contig_490	5.58182
bc2114	contig_1776	11.8868
bc2114	contig_1735	5.24345
bc2114	contig_1461	3.79945
bc2114	contig_1420	2.84781
bc2114	contig_765	2.74756
bc2114	contig_724	4.2618
bc2114	contig_491	6.95566
bc2114	contig_450	8.97391
bc2114	contig_1777	3.93376
bc2114	contig_1736	3.20919
bc2114	contig_1462	5.17533
bc2114	contig_1421	4.12315
bc2114	contig_766	8.49144
bc2114	contig_725	6.72685
bc2114	contig_492	4.82884
bc2114	contig_451	3.42455
bc2114	contig_410	3.83271
bc2114	contig_1778	5.64029
bc2114	contig_1737	2.55432
bc2114	contig_1463	3.76794
bc2114	contig_1422	2.4834
bc2114	contig_767	2.8925
bc2114	contig_726	4.70099
bc2114	contig_493	2.92841
bc2114	contig_452	3.1006
bc2114	contig_411	5.49001
bc2114	contig_1779	2.81084
bc2114	contig_1738	3.80186
bc2114	contig_1464	4.95908
bc2114	contig_1423	4.25527
bc2114	contig_1190	3.53247
bc2114	contig_768	3.63202
bc2114	contig_727	4.30028
bc2114	contig_494	4.9956
bc2114	contig_453	4.18897
bc2114	contig_412	3.78366
bc2114	contig_1739	10.8876
bc2114	contig_1465	4.88798
bc2114	contig_1424	4.17536
bc2114	contig_1150	4.31084
bc2114	contig_1191	2.96506
bc2114	contig_769	2.93207
bc2114	contig_728	2.50155
bc2114	contig_495	2.92557
bc2114	contig_454	3.50681
bc2114	contig_413	2.833
bc2114	contig_180	12.112
bc2114	contig_1466	3.72192
bc2114	contig_1425	3.0723
bc2114	contig_1151	3.49477
bc2114	contig_1110	3.53897
bc2114	contig_1192	4.64499
bc2114	contig_729	4.4712
bc2114	contig_496	5.83091
bc2114	contig_455	3.70056
bc2114	contig_414	3.39587
bc2114	contig_1467	4.85618
bc2114	contig_1426	2.55803
bc2114	contig_140	8.23501
bc2114	contig_1152	2.73162
bc2114	contig_1111	2.66965
bc2114	contig_1193	3.70155
bc2114	contig_497	3.5968
bc2114	contig_456	3.07996
bc2114	contig_415	107.722
bc2114	contig_182	10.4915
bc2114	contig_1468	4.3529
bc2114	contig_1427	4.00451
bc2114	contig_141	2.73956
bc2114	contig_100	5.17195
bc2114	contig_1153	2.855
bc2114	contig_1112	3.21388
bc2114	contig_1194	2.85406
bc2114	contig_498	3.12604
bc2114	contig_457	4.30289
bc2114	contig_416	37.3665
bc2114	contig_183	12.3394
bc2114	contig_1469	3.79921
bc2114	contig_1428	5.24803
bc2114	contig_142	5.39309
bc2114	contig_101	2.80606
bc2114	contig_1154	4.42784
bc2114	contig_1113	7.23692
bc2114	contig_1195	3.16448
bc2114	contig_499	4.71849
bc2114	contig_458	8.92027
bc2114	contig_184	9.82509
bc2114	contig_143	3.38635
bc2114	contig_1429	5.79925
bc2114	contig_102	4.22989
bc2114	contig_1155	5.43099
bc2114	contig_1114	3.26276
bc2114	contig_1196	4.25764
bc2114	contig_459	4.29747
bc2114	contig_418	6.20405
bc2114	contig_185	7.27378
bc2114	contig_144	3.92965
bc2114	contig_103	4.64239
bc2114	contig_1156	3.52977
bc2114	contig_1115	4.93721
bc2114	contig_1197	2.72881
bc2114	contig_419	3.01409
bc2114	contig_186	5.36085
bc2114	contig_145	3.92007
bc2114	contig_104	3.83414
bc2114	contig_1157	5.32608
bc2114	contig_1116	4.0918
bc2114	contig_1198	6.21347
bc2114	contig_187	3.41985
bc2114	contig_146	4.5692
bc2114	contig_105	3.81573
bc2114	contig_1158	3.14781
bc2114	contig_1117	2.45598
bc2114	contig_1199	3.17952
bc2114	contig_188	3.58593
bc2114	contig_147	4.57495
bc2114	contig_106	10.5019
bc2114	contig_1159	3.02575
bc2114	contig_1118	3.48651
bc2114	contig_189	8.35866
bc2114	contig_148	5.54304
bc2114	contig_107	10.9689
bc2114	contig_1119	4.17462
bc2114	contig_149	8.49442
bc2114	contig_108	3.23361
bc2114	contig_109	4.19134
bc2114	contig_1890	4.61853
bc2114	contig_1891	2.91153
bc2114	contig_1850	11.1677
bc2114	contig_880	2.16047
bc2114	contig_1892	6.36917
bc2114	contig_1851	5.93578
bc2114	contig_1810	17.8652
bc2114	contig_881	3.13759
bc2114	contig_840	4.0116
bc2114	contig_1893	3.5971
bc2114	contig_1852	4.66643
bc2114	contig_1811	12.7812
bc2114	contig_882	3.86052
bc2114	contig_841	3.63939
bc2114	contig_800	15.6295
bc2114	contig_1894	15.345
bc2114	contig_1853	5.44415
bc2114	contig_1812	12.0618
bc2114	contig_883	3.88378
bc2114	contig_842	5.23419
bc2114	contig_801	4.25822
bc2114	contig_1895	3.01659
bc2114	contig_1854	3.61238
bc2114	contig_1813	11.8326
bc2114	contig_1580	5.2852
bc2114	contig_884	4.54895
bc2114	contig_843	2.69123
bc2114	contig_802	4.24735
bc2114	contig_1896	5.01845
bc2114	contig_1855	3.92043
bc2114	contig_1814	13.8447
bc2114	contig_1581	4.4524
bc2114	contig_1540	4.95952
bc2114	contig_885	3.04264
bc2114	contig_844	4.21535
bc2114	contig_803	3.15728
bc2114	contig_570	3.80463
bc2114	contig_1897	10.6629
bc2114	contig_1856	3.96589
bc2114	contig_1815	5.82239
bc2114	contig_1582	4.08496
bc2114	contig_1541	4.08293
bc2114	contig_1500	3.46836
bc2114	contig_886	9.55613
bc2114	contig_845	3.95702
bc2114	contig_804	7.3898
bc2114	contig_571	5.02461
bc2114	contig_530	3.14167
bc2114	contig_1898	5.05303
bc2114	contig_1857	5.02935
bc2114	contig_1816	4.95959
bc2114	contig_1583	3.17901
bc2114	contig_1542	3.70619
bc2114	contig_1501	3.75132
bc2114	contig_887	4.46231
bc2114	contig_846	3.73495
bc2114	contig_805	10.0679
bc2114	contig_572	3.07352
bc2114	contig_531	3.32689
bc2114	contig_1899	2.90531
bc2114	contig_1858	8.0747
bc2114	contig_1817	11.0101
bc2114	contig_1584	2.96639
bc2114	contig_1543	3.84962
bc2114	contig_1502	3.52407
bc2114	contig_888	6.13441
bc2114	contig_847	4.28403
bc2114	contig_806	2.94571
bc2114	contig_573	4.07203
bc2114	contig_532	6.80047
bc2114	contig_1859	4.76555
bc2114	contig_1818	4.86224
bc2114	contig_1585	4.08826
bc2114	contig_1544	5.80087
bc2114	contig_1503	4.96472
bc2114	contig_1270	8.69698
bc2114	contig_889	13.004
bc2114	contig_848	6.32099
bc2114	contig_807	3.88643
bc2114	contig_574	3.58519
bc2114	contig_533	3.06026
bc2114	contig_1819	5.52308
bc2114	contig_1586	5.83162
bc2114	contig_1545	5.92247
bc2114	contig_1504	14.6789
bc2114	contig_1271	3.63291
bc2114	contig_1230	2.65365
bc2114	contig_849	5.11072
bc2114	contig_808	4.82762
bc2114	contig_575	6.39542
bc2114	contig_534	3.28362
bc2114	contig_260	9.01171
bc2114	contig_1587	2.85866
bc2114	contig_1546	4.3801
bc2114	contig_1505	3.39276
bc2114	contig_1272	4.02776
bc2114	contig_1231	3.06579
bc2114	contig_809	2.75987
bc2114	contig_576	3.63318
bc2114	contig_535	6.182
bc2114	contig_261	14.4166
bc2114	contig_220	8.44117
bc2114	contig_1588	2.69605
bc2114	contig_1547	3.68199
bc2114	contig_1506	2.87893
bc2114	contig_1273	2.78957
bc2114	contig_1232	3.87043
bc2114	contig_577	5.82078
bc2114	contig_536	5.73074
bc2114	contig_262	4.72244
bc2114	contig_221	5.31417
bc2114	contig_1589	4.77736
bc2114	contig_1548	3.79039
bc2114	contig_1507	4.93861
bc2114	contig_1274	6.60072
bc2114	contig_1233	3.68579
bc2114	contig_578	3.10368
bc2114	contig_537	4.33179
bc2114	contig_263	3.92913
bc2114	contig_222	4.62179
bc2114	contig_1549	4.04701
bc2114	contig_1508	3.33618
bc2114	contig_1275	3.15812
bc2114	contig_1234	2.77108
bc2114	contig_579	4.79099
bc2114	contig_538	3.0696
bc2114	contig_264	4.40941
bc2114	contig_223	13.1773
bc2114	contig_1509	3.1732
bc2114	contig_1276	3.44467
bc2114	contig_1235	3.38793
bc2114	contig_539	3.62364
bc2114	contig_265	5.53019
bc2114	contig_224	4.01242
bc2114	contig_1277	6.91072
bc2114	contig_1236	3.44744
bc2114	contig_266	4.92289
bc2114	contig_225	4.93352
bc2114	contig_1278	3.79949
bc2114	contig_1237	2.51007
bc2114	contig_267	3.98652
bc2114	contig_226	4.24574
bc2114	contig_1279	7.03611
bc2114	contig_1238	3.23082
bc2114	contig_268	3.8705
bc2114	contig_227	5.57469
bc2114	contig_1239	6.97367
bc2114	contig_269	3.36317
bc2114	contig_228	17.8017
bc2114	contig_229	4.23096
bc2114	contig_1	13.3822
bc2114	contig_2	35.6375
bc2114	contig_3	12.3153
bc2114	contig_1970	5.74882
bc2114	contig_4	12.5517
bc2114	contig_1971	5.10392
bc2114	contig_1930	3.39394
bc2114	contig_960	2.78228
bc2114	contig_5	17.9652
bc2114	contig_1972	15.1909
bc2114	contig_1931	8.5098
bc2114	contig_961	4.202
bc2114	contig_920	2.70929
bc2114	contig_80	5.03779
bc2114	contig_6	9.80659
bc2114	contig_1973	5.83941
bc2114	contig_1932	4.33221
bc2114	contig_962	4.29427
bc2114	contig_921	3.4688
bc2114	contig_81	4.85858
bc2114	contig_7	12.2819
bc2114	contig_40	6.91768
bc2114	contig_1974	4.21956
bc2114	contig_1933	5.57684
bc2114	contig_963	4.64291
bc2114	contig_922	3.54708
bc2114	contig_82	3.48884
bc2114	contig_8	12.9642
bc2114	contig_41	63.586
bc2114	contig_1975	3.61418
bc2114	contig_1934	9.31316
bc2114	contig_1660	2.95854
bc2114	contig_964	3.20702
bc2114	contig_923	3.35879
bc2114	contig_9	11.3561
bc2114	contig_83	3.50247
bc2114	contig_690	4.78946
bc2114	contig_42	4.08104
bc2114	contig_1976	4.43822
bc2114	contig_1935	5.58358
bc2114	contig_1661	3.45728
bc2114	contig_965	4.11985
bc2114	contig_924	2.97799
